2025-09-16 18:40:01 [Logger/constructor] [info]: Logger initialized successfully at .\core_logger\core_logger.log
[2025-09-16 18:40:01] [IthacaPluginProcessor/constructor] [info]: === ITHACA PLUGIN STARTING ===
[2025-09-16 18:40:01] [IthacaPluginProcessor/constructor] [info]: Plugin initialized
[2025-09-16 18:40:01] [IthacaPluginProcessor/constructor] [info]: Default sample directory: C:\Users\jindr\AppData\Roaming\IthacaPlayer\instrument
[2025-09-16 18:40:06] [IthacaPluginProcessor/setStateInformation] [info]: Plugin state loaded
[2025-09-16 18:40:06] [IthacaPluginProcessor/prepareToPlay] [info]: === PREPARING AUDIO PROCESSING ===
[2025-09-16 18:40:06] [IthacaPluginProcessor/prepareToPlay] [info]: Sample rate: 48000.000000 Hz
[2025-09-16 18:40:06] [IthacaPluginProcessor/prepareToPlay] [info]: Buffer size: 480 samples
[2025-09-16 18:40:06] [IthacaPluginProcessor/initializeSampler] [info]: Initializing IthacaCore sampler...
[2025-09-16 18:40:06] [EnvelopeStaticData/initialize] [info]: Starting global envelope generation for all sample rates
[2025-09-16 18:40:06] [EnvelopeStaticData/generateEnvelopeForSampleRate] [info]: Generating envelopes for 44100 Hz
[2025-09-16 18:40:10] [EnvelopeStaticData/generate] [debug]: release (44100 Hz) MIDI[19] begin: [1.000000, 0.999937, 0.999874, 0.999811]
[2025-09-16 18:40:10] [EnvelopeStaticData/generate] [debug]: release (44100 Hz) half: [0.100009, 0.100003, 0.099997, 0.099991]
[2025-09-16 18:40:10] [EnvelopeStaticData/generate] [debug]: release (44100 Hz) end: [0.010002, 0.010001, 0.010001, 0.010000]
[2025-09-16 18:40:10] [EnvelopeStaticData/generate] [debug]: attack (44100 Hz) MIDI[20] begin: [0.000000, 0.000060, 0.000120, 0.000180]
[2025-09-16 18:40:10] [EnvelopeStaticData/generate] [debug]: attack (44100 Hz) half: [0.899991, 0.899997, 0.900003, 0.900009]
[2025-09-16 18:40:10] [EnvelopeStaticData/generate] [debug]: attack (44100 Hz) end: [0.989998, 0.989999, 0.989999, 0.990000]
[2025-09-16 18:40:10] [EnvelopeStaticData/generate] [debug]: release (44100 Hz) MIDI[20] begin: [1.000000, 0.999940, 0.999880, 0.999820]
[2025-09-16 18:40:10] [EnvelopeStaticData/generate] [debug]: release (44100 Hz) half: [0.100009, 0.100003, 0.099997, 0.099991]
[2025-09-16 18:40:10] [EnvelopeStaticData/generate] [debug]: release (44100 Hz) end: [0.010002, 0.010001, 0.010001, 0.010000]
[2025-09-16 18:40:10] [EnvelopeStaticData/generate] [debug]: attack (44100 Hz) MIDI[21] begin: [0.000000, 0.000057, 0.000114, 0.000171]
[2025-09-16 18:40:10] [EnvelopeStaticData/generate] [debug]: attack (44100 Hz) half: [0.899991, 0.899997, 0.900003, 0.900009]
[2025-09-16 18:40:10] [EnvelopeStaticData/generate] [debug]: attack (44100 Hz) end: [0.989998, 0.989999, 0.989999, 0.990000]
[2025-09-16 18:40:10] [EnvelopeStaticData/generate] [debug]: release (44100 Hz) MIDI[21] begin: [1.000000, 0.999943, 0.999886, 0.999829]
[2025-09-16 18:40:10] [EnvelopeStaticData/generate] [debug]: release (44100 Hz) half: [0.100009, 0.100003, 0.099997, 0.099991]
[2025-09-16 18:40:10] [EnvelopeStaticData/generate] [debug]: release (44100 Hz) end: [0.010002, 0.010001, 0.010001, 0.010000]
[2025-09-16 18:40:10] [EnvelopeStaticData/generate] [debug]: attack (44100 Hz) MIDI[22] begin: [0.000000, 0.000055, 0.000109, 0.000164]
[2025-09-16 18:40:10] [EnvelopeStaticData/generate] [debug]: attack (44100 Hz) half: [0.899992, 0.899997, 0.900003, 0.900008]
[2025-09-16 18:40:10] [EnvelopeStaticData/generate] [debug]: attack (44100 Hz) end: [0.989998, 0.989999, 0.989999, 0.990000]
[2025-09-16 18:40:10] [EnvelopeStaticData/generate] [debug]: release (44100 Hz) MIDI[22] begin: [1.000000, 0.999945, 0.999891, 0.999836]
[2025-09-16 18:40:10] [EnvelopeStaticData/generate] [debug]: release (44100 Hz) half: [0.100008, 0.100003, 0.099997, 0.099992]
[2025-09-16 18:40:10] [EnvelopeStaticData/generate] [debug]: release (44100 Hz) end: [0.010002, 0.010001, 0.010001, 0.010000]
[2025-09-16 18:40:10] [EnvelopeStaticData/generate] [debug]: attack (44100 Hz) MIDI[23] begin: [0.000000, 0.000052, 0.000104, 0.000157]
[2025-09-16 18:40:10] [EnvelopeStaticData/generate] [debug]: attack (44100 Hz) half: [0.899992, 0.899997, 0.900003, 0.900008]
[2025-09-16 18:40:10] [EnvelopeStaticData/generate] [debug]: attack (44100 Hz) end: [0.989998, 0.989999, 0.989999, 0.990000]
[2025-09-16 18:40:10] [EnvelopeStaticData/generate] [debug]: release (44100 Hz) MIDI[23] begin: [1.000000, 0.999948, 0.999896, 0.999843]
[2025-09-16 18:40:10] [EnvelopeStaticData/generate] [debug]: release (44100 Hz) half: [0.100008, 0.100003, 0.099997, 0.099992]
[2025-09-16 18:40:10] [EnvelopeStaticData/generate] [debug]: release (44100 Hz) end: [0.010002, 0.010001, 0.010001, 0.010000]
[2025-09-16 18:40:10] [EnvelopeStaticData/generate] [debug]: attack (44100 Hz) MIDI[24] begin: [0.000000, 0.000050, 0.000100, 0.000150]
[2025-09-16 18:40:10] [EnvelopeStaticData/generate] [debug]: attack (44100 Hz) half: [0.899993, 0.899997, 0.900002, 0.900007]
